description,job_url,title,experience,llm_response
"**Date:** 28 Nov 2024
**Location:**Hyderabad, IN
**Job ID:** 2655
**School:** Regional Office (India)
**Company:** Nord Anglia Education
Short Description

The India IT Full stack developer will be responsible for the development \\\\& support of core application(s) used within the school \\\\& India office, as directed by the Product owner and Application Manager. The developer will be responsible for working closely with Application manager, vendor, and product owner. The developer will be responsible for detailing the business requirements by creating suitable wireframe, acceptance criteria as explained by Product owner, develop the function by closely working with vendors, testing the developed functionalities and ensure the features are bug\\\\-free prior to release for users.

Job Description
**Principal Accountabilities**
Product design, development \\\\& support in a various area of the business, such as
* Manage the development and maintenance of core applications supported and their integration with other applications.
* Should be able to understand functional \\\\& user requirements.
* Design for better user experience.
* Use Industry standard design patterns and principles.
* Collaborates with UX to ensure overall vision is achieved.
* Adhere to branding guidelines.


Find more details in the full JD India Full stack developer final.docx

Required Skills/Abilities
**Qualifications** – Degree qualified and/or relevant professional qualification and experience (e.g. Engineering degree in Computer Science, Information technology or related field)
**Experience –** Typically at least 12 \\\\- 15 years of technical delivery and support experience (details in full JD file)
**Analytical Thinking –** Effective atacquiring an understanding of a problem or situation and developing an approach to interacting with the situation.
**Stress Handling \\\\-** Retaining objectivity and proper understanding of a problem or situation when placed under conditions of stress
**Industry** **Developments** – Must take initiative to ensure technical skills and specializations are kept up to date in line with industry developments and ensure that all relevant skill sets are current
**Applying standards** – Effective in the application of relevant industry and process standards to all tasks undertaken.",https://in.indeed.com/viewjob?jk=c2e74526dcefc8c8,India IT Full Stack Developer,12.0,The years of experience required for this job is 12.
"**Experience: 5\\\\- 10 years**

We are looking for an experienced Java Full Stack Developer to join our team. This role requires a seasoned developer with over 5 years of experience in creating and maintaining scalable, high\\\\-performance applications, including IoT projects. The ideal candidate will be skilled in Java and its ecosystem, including frameworks like Spring, and be dedicated to delivering efficient and robust solutions.

Candidate will work closely with cross\\\\-functional teams to design and implement user\\\\-friendly interfaces, improve application performance, and enhance the functionality of our applications. The candidate should have a strong foundation in Agile methodologies and a commitment to writing clean, efficient code while adapting to evolving project needs.

**Key Responsibilities:**

\\\\- Design, develop, and maintain backend solutions, primarily using Java and Spring frameworks.

\\\\- Collaborate with front\\\\-end developers and UI/UX teams to ensure seamless user experiences.

\\\\- Develop and integrate REST APIs and web services.

\\\\- Implement security protocols, including SSL integration and user authentication via Keycloak.

\\\\- Work on IoT\\\\-related projects, developing reliable and responsive systems.

\\\\- Optimize application performance and scalability.

\\\\- Use and manage version control systems, such as SVN, GitHub, and GitLab.

\\\\- Troubleshoot and resolve application bugs, integrating with tools like Bugzilla.

**Required Skills:**

\\\\- Java Development: Proficiency in Java, with a strong grasp of core Java concepts and Java 8\\\\+.

\\\\- Frameworks: Extensive experience with Spring Boot, Spring JPA, MVC, and JDBC.

\\\\- API Development: Hands\\\\-on experience with REST APIs and RESTful services.

\\\\- Databases: Proficiency in MySQL, MariaDB, and MongoDB.

\\\\- Application Servers: Experience with WildFly for deploying enterprise applications.

\\\\- Security: Knowledge of Keycloak for authentication and authorization; SSL Integration for securing applications.

\\\\- Linux and Server Management: Proficiency in working with Linux\\\\-based environments, NGINX server setup, and configuration.

\\\\- Version Control: Proficient in using SVN, GitHub, and GitLab for version control.

\\\\- Bug Tracking: Experience with Bugzilla or similar tools for tracking and managing bugs.

**Soft Skills:**

\\\\- Strong problem\\\\-solving skills and a proactive attitude.

\\\\- Excellent written and verbal communication.

\\\\- Ability to work effectively in Agile and cross\\\\-functional teams.

\\\\- Adaptable to new technologies and evolving project requirements.

Job Types: Full\\\\-time, Permanent

Benefits:

* Paid sick time
* Paid time off

Supplemental Pay:

* Performance bonus
* Yearly bonus

Education:

* Bachelor's (Preferred)

Experience:

* total work: 7 years (Required)
* Java: 5 years (Required)",https://in.indeed.com/viewjob?jk=e2363aa8e14120f3,Java Full Stack Developer,5.0,The years of experience required for this job is 5.
"**About Us**

We are an Ecosystem built around the engineering domain to help Individuals and Organizations grow in the world of technology based on their goals by providing access to the right Environment, Information, Resources, Opportunities, and Network of like\\\\-minded people and organizations.

**\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\***

**NOTE: This is an In\\\\-Office Internship (Location: Kothrud, Pune)**

**\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\*\\\\***

**Responsibilities**

* Develop and maintain both client\\\\-side and server\\\\-side applications
* Design and implement user\\\\-friendly interfaces using React.js
* Build and integrate RESTful APIs using Node.js
* Ensure the application’s responsiveness and cross\\\\-platform optimization
* Collaborate with front\\\\-end and back\\\\-end developers to ensure seamless integration
* Manage and deploy applications on platforms like Vercel and Go by Google
* Troubleshoot, debug, and upgrade software
* Write clean, maintainable, and efficient code
* Implement security and data protection measures
* Stay current with emerging technologies and industry trends

**Qualifications**

* Proficiency in front\\\\-end technologies like React.js
* Strong experience with back\\\\-end technologies like Node.js
* Familiarity with Postman for API testing and integration
* Experience with deployment platforms like Vercel and Go by Google
* Knowledge of databases like MongoDB and SQL
* Understanding of version control using Git
* Ability to learn and implement new libraries and technologies quickly
* Strong problem\\\\-solving skills and attention to detail
* Excellent communication and teamwork abilities

**Who Should Apply**

* If you relate yourself to our product
* If you look forward to being part of our growth \\\\&amp; success story
* Passionate to work in startups
* Likes to do things from 0 to 1
* Self\\\\-learner and accountable for his role

**Perks**

* Stipend: Rs.6500 / Month
* Internship Certificate
* Letter of recommendation
* LinkedIn Recommendation
* Letter of Consideration
* Job opportunities after 6 months (Based on performance)

**Internship Tenure**

6 Months (Will be converted after that based on performance)

Job Type: Full\\\\-time

Pay: ₹450,000\\\\.00 \\\\- ₹700,000\\\\.00 per year

Education:

* Bachelor's (Preferred)

Experience:

* Next.js: 2 years (Required)
* MERN stack: 4 years (Required)

Work Location: In person",https://in.indeed.com/viewjob?jk=49c6c6de99af89d3,Full Stack Developer (MERN),4.0,The years of experience required for this job is 4.
"**Job Overview:**

We are seeking a skilled Full Stack Developer with 5\\\\+ years of experience to join our dynamic team. The ideal candidate will have expertise in building robust back\\\\-end systems with Python and Django, creating Restful APIs using Django Rest Framework (DRF), and developing responsive, user\\\\-friendly front\\\\-end interfaces with React.js. Proficiency in HTML and CSS is a must, ensuring seamless design implementation and excellent user experiences.

**Key Responsibilities:**

➡ **Back\\\\-end Development:**

● Design, develop, and maintain scalable web applications using Python and Django.

● Create and manage REST APIs using Django Rest Framework (DRF).

● Ensure application security, performance, and scalability.

● Optimize database queries and manage data models.

➡ **Front\\\\-end Development:**

● Develop responsive user interfaces using React.js, HTML, and CSS.

● Collaborate with UX/UI designers to implement engaging user experiences.

● Integrate front\\\\-end with back\\\\-end services via REST APIs.

● Debug and resolve cross\\\\-browser and platform compatibility issues.

➡ **Collaboration and Deployment:**

● Work closely with cross\\\\-functional teams, including designers, QA, and Dev\\\\-ops.

● Participate in code reviews to maintain high\\\\-quality code standards.

● Deploy, monitor, and maintain applications in a production environment.

● Interested candidates are requested to send their resumes to **hr@thecodework.com.**

**Required Skills and Qualifications:** 

● Strong proficiency in Python and Django.

● Hands\\\\-on experience with Django Rest Framework (DRF) for API development.

● Solid understanding of React.js, including hooks and state management.

● Expertise in HTML, CSS, and modern front\\\\-end development practices

● Proficiency in integrating front\\\\-end and back\\\\-end systems.

● Strong knowledge of Restful API design principles and best practices.

● Experience with version control systems like Git.

● Familiarity with deployment tools and cloud services (e.g., AWS, Docker) is a plus.

● Excellent problem\\\\-solving and debugging skills.

**Preferred Qualifications:**

● Knowledge of front\\\\-end libraries like Material UI or Tailwind CSS.

● Experience with unit testing frameworks (e.g., Pytest, Jest).

● Familiarity with Agile methodologies and tools like Jira.

● Exposure to CI/CD pipelines and DevOps practices.

**About The Company:**

TheCodeWork®**(under Debsin Technologies Private Limited)** is a service\\\\-based company

specialising in assisting startups and businesses with implementing technology across their

services. We cover everything from MVP development to custom web and app development,cloud migration, and micro services.

Our mission is to bridge the gap between your idea and product with our MVP solutions. We offer comprehensive services, including an MVP program and full product development, dedicated to addressing the challenges faced by early\\\\-stage startups and entrepreneurs. Proudly, we are ISO 9001:2015 certified for our Quality Control System.

Job Type: Full\\\\-time

Pay: ₹1,000,000\\\\.00 \\\\- ₹1,200,000\\\\.00 per year

Benefits:

* Leave encashment
* Paid sick time
* Paid time off

Schedule:

* Day shift

Work Location: In person",https://in.indeed.com/viewjob?jk=2308d93fd69724c1,"Full Stack Developer (Python, Django, React.js) 05 years",5.0,The years of experience required for this job is 5.
"Hi

Hope you are doing well

Please find the job description below

**Key Responsibilities:**

Develop, test, and maintain high\\\\-quality web applications using Python and Django.

Collaborate with front\\\\-end developers to integrate user\\\\-facing elements with server\\\\-side logic.

Design and implement RESTful APIs and ensure seamless data flow between the front\\\\-end and back\\\\-end systems.

Write clean, scalable, well\\\\-documented code following industry best practices (SOLID principles, DRY, etc.).

Participate in code reviews and provide constructive feedback to other team members.

Troubleshoot and resolve bugs, performance bottlenecks, and other issues across the stack.

Optimize database queries and work with PostgreSQL, MySQL, or NoSQL databases.

Ensure the application’s security by implementing best practices for data protection and user authentication.

Work in an agile development environment, participating in daily stand\\\\-ups, sprint planning, and retrospectives.

Stay up\\\\-to\\\\-date with the latest developments in Python and Django, ensuring modern technologies and tools are used.

**Required Skills:**

Must have 1\\\\-2 years of hands\\\\-on experience with Python and Django.

Strong understanding of web technologies such as HTML, CSS, JavaScript, and AJAX.

Experience with relational databases (PostgreSQL, MySQL) and knowledge of NoSQL databases (e.g., MongoDB).

Proficient in building and consuming RESTful APIs.

Knowledge of front\\\\-end frameworks (React, Angular, or Vue.js) is a plus.

Experience with version control systems like Git.

Familiarity with test\\\\-driven development (TDD) and writing unit tests.

Experience with cloud platforms (AWS, Azure, or Google Cloud) is desirable.

Strong problem\\\\-solving skills and ability to work in a fast\\\\-paced environment.

**Preferred Qualifications:**

Experience with Django Rest Framework (DRF) for building APIs.

Familiarity with DevOps practices such as continuous integration and deployment (CI/CD).

Knowledge of containerization technologies like Docker.

Experience with task queues (e.g., Celery) and real\\\\-time features (e.g., WebSockets).

Knowledge of security best practices (e.g., OAuth, JWT, CSRF).

Job Type: Full\\\\-time

Pay: ₹20,000\\\\.00 \\\\- ₹30,000\\\\.00 per month

Schedule:

* Day shift
* Morning shift

Education:

* Bachelor's (Preferred)

Experience:

* Python: 2 years (Preferred)
* Django: 2 years (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=9f86ea6a3171133a,Python Developer,1.0,The years of experience required for this job is 1 year.
"Role Summary:
This role of Technical Architect is within the Customer \\\\& 3rd Party Risk Product Solutions, LSEG Markets \\\\& Risk Intelligence Engineering group. The group is responsible for the development of the technology platforms supporting key products including Connected Risk, World Check, and products in the Risk Managed Services space.
Technical Architect is a member of software engineering team who designs software solutions from the ground up, making high\\\\-level decisions about each stage of the process and leading a team of engineers to create the final product. This role requires significant experience as a software developer. The goal is to provide a framework for the development of a software or system that will result in high quality IT solutions.
Role requirements:* Partner closely with Solution Architects, Product Managers and the software development teams to determine high quality system designs meeting functional and non\\\\-functional requirements.
* Ability to learn new languages and systems.
* Develop architectural solutions for databases, user interfaces, and web services
* Conceptualize software solutions to address needs for end\\\\-users
* Collaborate with software development teams to determine product scope and direction
* Decide on the platforms and coding standards to be used in project development
* Evaluate existing software solutions to identify areas for improvement
* Create modifications for existing software to upgrade performance
* Assist teams in conducting testing to ensure optimal functionality
* Debug any errors or issues that arise
* Ensure architectural integrity of software solutions
* Determine project timelines and complete work to deadlines
* Maintain thorough documentation of systems and applications
* Mentor, encourage, and motivate team members
* Oversee architectural approaches from conception to installation
* Collaborating with various stakeholders to determine software requirements.
* Providing the development team with architectural blueprints to follow.
* Guiding and assisting the development team throughout the process.
* Troubleshooting and resolving issues with coding or design.
* Ensuring that you and the team adhere to development schedules and deadlines.
* Presenting regular progress reports and setting goals.
* Coach and motivate others in the team, listen and share knowledge


Knowledge, Skills and Experience required:* Strong communication skills and good interpersonal relationship skills and strong team player.
* Passionate about technology and want to be on the cutting edge.
* A problem solver who uses the right tools to solve real world problems.
* Driven by building solutions that produce engaging products.
* Comfortable in an agile/lean environment with a fast and efficient workflow
* Proven experience architecting highly available and highly scalable systems.
* Deep knowledge of designing and delivering SaaS/PaaS platforms.
* Extensive knowledge of API design, management, and consumption.
* Proficient in microservice design, development, deployment, and monitoring.
* Experience developing cloud native solutions: AWS (preferably)/ GCP /AZUR cloud environments, including designing infrastructure, storage, services, and tools.
* Preferably a polyglot, with experience across the full stack.
* Very strong Python skills
* JAVA, SQL, MongoDB, Postgres, Elasticsearch, relational databases
* Master with development tools and practices
* Understanding of TDD, BDD, DDD and test automation
* CI and CD environments and practices
* Atlassian suite (Jira, Confluence, Bitbucket), GitHub


Benefits  

  

We are looking for intellectually curious people, passionate about the bigger picture of how technology industry is evolving, ready to ask difficult questions and deal with complicated scenarios! If you are creative and a problem solver, this is the place to be as will be supporting you to fast\\\\-forward your career!  

  

We enhance each employee’s potential through personal development through a wide range of learning tools both formal and informal.  

  

LSEG is a leading global financial markets infrastructure and data provider. Our purpose is driving financial stability, empowering economies and enabling customers to create sustainable growth.  

  

Our purpose is the foundation on which our culture is built. Our values of Integrity, Partnership, Excellence and Change underpin our purpose and set the standard for everything we do, every day. They go to the heart of who we are and guide our decision making and everyday actions.  

  

Working with us means that you will be part of a dynamic organization of 25,000 people across 65 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re\\\\-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.  

  

LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.  

  

We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs.
LSEG is a leading global financial markets infrastructure and data provider. Our purpose is driving financial stability, empowering economies and enabling customers to create sustainable growth.
Our purpose is the foundation on which our culture is built. Our values of Integrity, Partnership, Excellence and Change underpin our purpose and set the standard for everything we do, every day. They go to the heart of who we are and guide our decision making and everyday actions.
Working with us means that you will be part of a dynamic organisation of 25,000 people across 65 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re\\\\-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.
LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.
We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs.
Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.
If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice.",https://in.indeed.com/viewjob?jk=d71ec8676451577e,Architect (Application Support),5.0,"The job description does not explicitly mention the required years of experience. However, it states that the role requires ""significant experience as a software developer."" Based on the job requirements and responsibilities, it can be inferred that the role likely requires a minimum of 5-7 years of experience in software development and architecture. However, since the exact number of years is not mentioned, I will return 0."
"We are looking for a full\\\\-time Web Developer with the flexibility to function remotely. 6\\\\+years of C\\\\#, Angular, MongoDB experience to develop a web\\\\-based eCommerce application.Applicants must have hands\\\\-on, extensive experience in implementing Web Applications into production environments. The ideal candidate will be familiar with the full software design life cycle. They should have experience in designing, coding, testing and consistently managing applications.

* **Location\\\\-Remote**
* **Experience\\\\-5\\\\+yr**
* **Notice period\\\\-Immediate Joining**
* **Salary\\\\-upto15LPA**

**Requirements for the Web Developer:**

* Work closely with internal stakeholders to meet their needs. Proven ability to lead, manage project resources, interact with clients, coordinate, and work in achieving high levels of productivity and efficiency in complex, dynamic and challenging environments. Experience in automation and manual testing of websites and web\\\\-based clients using Selenium, Junit, TestNG, and Selenium WebDriver.

What You'll Do:

Design, develop, modify, and maintain client\\\\-side code for Aditri's website and internal web applications, using Angular HTML, CSS, CSS Preprocessors (SASS), CSS frameworks (Bootstrap), AJAX, JavaScript.

Design, develop, modify, and maintain server\\\\-side code for our e\\\\-commerce platforms and internal applications, using C\\\\#, MongoDB, LINQ.

Build REST and SOAP APIs between our B2B platform and different endpoints (enterprise software, databases).

Troubleshoot, test, and maintain the core product software and databases to ensure strong security, performance, optimization, and functionality.

Stay current on the latest technologies and implement secure coding practices.

Help develop and document development activities in the Coding Standards Document.

Collaborate with both offshore and onshore teams to develop features in tandem for our website or internal apps as well as to give guidance as to the Aditri subject matter experts to these teams.

Work with different teams on specific projects to implement or integrate new technologies or services.

Ability to work both individually and as part of a team depending on the requirements of the project.

Review other's code to ensure delivery of high\\\\-quality functionality and participate in an environment of learning.

Facilitate conversations around technical decisions and architecture.

Mentor other developers regarding policies, practices, and procedures, including reviewing work (code, documentation).

TECHNICAL SKILLS:

Internet Technologies: Microsoft .NET framework, ASP.NET CORE

Programming Languages: C\\\\#, MongoDB,

Distributed Technologies: Restful, Web API, WCF, and SOAP

Databases: MongoDB

Database Access Technologies: Entity Framework, LINQ, LINQ to Objects, ADO.NET

UI Technologies: Angular 9/10/11, HTML5, Bootstrap 3\\\\.0, typescript 2\\\\.0/2\\\\.1, CSS3, JavaScript, jQuery, Node.js.

Security: OAuth/OpenID Connect

IDE: Visual Studio 2017/2019/

CICD: Azure Dev Ops

Testing Tools: NUnit Jasmine Fiddler, Specflow, Selenium (Good to Have)

Job Types: Full\\\\-time, Permanent

Pay: ₹800,000\\\\.00 \\\\- ₹1,000,000\\\\.00 per year

Benefits:

* Health insurance
* Paid sick time
* Provident Fund
* Work from home

Schedule:

* Monday to Friday

Supplemental Pay:

* Performance bonus

Experience:

* C\\\\#: 4 years (Preferred)
* Angular: 4 years (Preferred)
* Full\\\\-stack development: 7 years (Preferred)
* MongoDB: 3 years (Preferred)

Work Location: Remote",https://in.indeed.com/viewjob?jk=8af9fe6a64b81639,Full Stack Developer,5.0,The years of experience required for this job is 5.
"**Company Description**

Digiflux Technologies Private Limited, based in Vadodara, is a leading provider of comprehensive digital solutions. We specialize in developing Web and Mobile Apps, as well as delivering innovative end to end digital solutions tailored to various organizational needs.

**Role Description**We are seeking a Full Stack Developer with 0\\\\.5 to 3 years of experience to join our team at Digiflux Technologies Private Limited in Vadodara. This is a full\\\\-time, on\\\\-site position. The ideal candidate will have strong expertise in both frontend and backend development and a thorough understanding of end\\\\-to\\\\-end data flow—from the user interface to databases and other services. You will be responsible for building and maintaining high\\\\-quality, scalable web applications and APIs, ensuring seamless user experiences and robust system performance.

**Key Responsibilities**

* Design, develop, and maintain scalable web applications using **ReactJS** for the frontend and **Node.js** with frameworks like **ExpressJS** or **NestJS** for the backend.
* Ensure seamless data flow between the frontend, backend, and database, optimizing performance and reliability.
* Collaborate with cross\\\\-functional teams, including DevOps, to ensure smooth integration of services and system scalability.
* Write clean, secure, and maintainable code following industry best practices for both frontend and backend development.
* Implement responsive and user\\\\-friendly interfaces with ReactJS, ensuring optimal performance across devices.
* Design and optimize database schemas and queries (e.g., **MongoDB**, **MySQL**, or other databases).
* Perform thorough testing of both frontend and backend components, ensuring functionality, reliability, and high performance.
* Troubleshoot, debug, and resolve performance issues across the stack.
* Stay updated with emerging trends and technologies to continuously improve system design and performance..

**Qualifications**

* 0\\\\.5 to 3 years of experience in **full stack development**, with hands\\\\-on experience in **ReactJS** for the frontend and **Node.js** for the backend.
* Proficiency in backend frameworks like **ExpressJS** or **NestJS**.
* Strong understanding of database design, querying, and optimization (SQL or NoSQL databases such as **MongoDB** or **MySQL**).
* Good knowledge of end\\\\-to\\\\-end data flow between frontend, backend, and external services.
* Solid understanding of RESTful API design and implementation.
* Familiarity with modern frontend development practices, including responsive design and state management libraries.
* Strong problem\\\\-solving skills and attention to detail.
* Bachelor’s degree in Computer Science or a related field, or equivalent work experience.

**Good to Have**

* Experience with **NestJS** or similar backend frameworks.
* Familiarity with AWS services (e.g., **EC2**, **RDS**, **Lambda**) or other cloud platforms.
* Basic understanding of microservices architecture and containerization tools like **Docker**.
* Decent client communication skills to understand and address project requirements effectively.
* Knowledge of CI/CD pipelines and DevOps practices for better deployment workflows.

**Additional Information**

* The role is based in Vadodara and requires a full\\\\-time on\\\\-site presence.
* Competitive salary and benefits package commensurate with experience.
* Opportunities for professional growth and development within a dynamic and innovative company.

Job Type: Full\\\\-time

Pay: ₹200,000\\\\.00 \\\\- ₹650,000\\\\.00 per year

Schedule:

* Day shift

Ability to commute/relocate:

* Vadodara, Gujarat: Reliably commute or planning to relocate before starting work (Required)

Experience:

* total: 1 year (Required)

Work Location: In person",https://in.indeed.com/viewjob?jk=0c23aa0bcb727979,Full Stack Developer,0.0,The years of experience required for this job is 0.5 years (minimum value in the range 0.5 to 3 years).
"GoLang dev.

1\\\\. hands on exp. Test driven development

2\\\\. ⁠⁠Tech Lead exp.

3\\\\. hands on exp. with Apollo mock server api testing

4\\\\. ⁠hands on exp. in High level architecture design and Low level project implementation

5\\\\. ⁠Postgresql and using postgresql in golang

6\\\\. ⁠Hands on DSA, Indexdb/Elasticserach stack, Worked on implementing Document search

Job Type: Full\\\\-time

Pay: ₹1,300,000\\\\.00 \\\\- ₹1,600,000\\\\.00 per year

Benefits:

* Health insurance
* Internet reimbursement
* Paid sick time
* Provident Fund
* Work from home

Location Type:

* Remote

Schedule:

* Day shift
* Evening shift
* Monday to Friday
* Night shift

Experience:

* total work: 6 years (Preferred)

Work Location: Remote",https://in.indeed.com/viewjob?jk=ce7416aa39b348f3,Golang Developer,6.0,The years of experience required for this job is 6.
"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health equity on a global scale. Join us to start **Caring. Connecting. Growing together**



**Primary Responsibilities:**



* Technical Build, Development, Unit Testing, System Integration testing, Designing, Code reviews
* Managing Teams Technically
* Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re\\\\-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so


**Required Qualifications:**



* Experience in back\\\\-end technologies such as Node.js, Nest.js, and Next.js
* Experience with databases such as Postgres
* Experience with Azure cloud services
* Experience delivering applications using componentized and distributed architecture
* Hands\\\\-on experience with test automation frameworks and tools
* Experience in leading or mentoring junior developers
* Experience delivering technology products in a high\\\\-growth environment
* Experience utilizing React and Angular, using single\\\\-page web apps, and component integration with APIs
* Experience with source control systems such as GIT, knowledge in various branching/merging methodologies, and release procedures
* Proficiency in front\\\\-end technologies such as React and Angular
* Lead technical discussions on Tech stack of React, Angular 10 or above, Typescript, Java, Spring Boot\\\\-microservices, Elastic Search, Kafka, and any SQL/NoSQL
* Expertise in CSS (Foundation or Bootstrap), JavaScript, and HTML, with an understanding of CSS preprocessors including Sass and LESS
* Web development skills including HTML5, CSS, Bootstrap, JavaScript frameworks like Angular and ReactJS
* Understanding of Spring framework including spring core, spring cloud, spring boot, etc. for designing and developing enterprise web applications and microservices
* Proficiency in building and consuming APIs, and knowledge of GraphQL
* Ability to lead and resolve technical discussions with development teams
* Understanding of data strategy and data modeling
* Capability to perform code reviews on a daily basis for React, Angular10, and Java microservices
* Adherence to engineering best practices including unit testing, CI/CD, automated testing, etc.
* Ability to write JUNIT and front\\\\-end test cases and work with SonarQube, Fortify, White Hat
* Ability to ensure the team builds reusable components, frameworks, and libraries that can be leveraged across departments
* Ability to ensure solution and delivery teams follow best practices to improve application performance
* Familiarity with common software architecture patterns
* Ability to participate in the testing process through test review and analysis, and skilled in Agile development methodologies including unit testing and continuous integration
* Proven attention to detail and ability to manage multiple priorities simultaneously
* Proven track record of taking ownership and driving results
* Effective communication skills, self\\\\-motivation, and a positive attitude
* Proficiency in CI/CD pipelines and agile methodologies
* Problem\\\\-solving skills with the ability to think critically and creatively
* Solid communication and interpersonal skills, with the ability to work effectively in a collaborative environment


**Preferred Qualifications:**



* Full Stack Engineer interested in learning new technologies
* Ability to learn, adapt, and grow
* Business acumen, proactive anticipation, interpersonal skills


*At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone–of every race, gender, sexuality, age, location and income–deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes — an enterprise priority reflected in our mission.*",https://in.indeed.com/viewjob?jk=4fdf35d28e17baab,Senior Software Engineer II,0.0,"The job details do not explicitly mention the required years of experience. Therefore, the answer is 0."
